NOM DU MUSEE,ADR,CP,VILLE,SITWEB,latitude,longitude
Musée du Louvre,"34, Quai du Louvre",75001,PARIS,http://www.louvre.fr,48.858905,2.340991
Musée National du Sport,"93, avenue de France",75013,PARIS,http://www.museedusport.fr,48.829117,2.37785
Musée National Eugène Delacroix,"6, Rue Furstenberg",75006,PARIS,http://www.musee-delacroix.fr,48.854437,2.335771
Musée du Général Leclerc de Hauteclocque et de la Libération de Paris - Musée Jean Moulin,"23, Allée de la 2ème DB",75015,PARIS,http://www.ml-leclerc-moulin.paris.fr,48.840251,2.319293
Musées des Arts Décoratifs,"107, Rue de Rivoli",75001,PARIS,http://www.lesartsdecoratifs.fr/,48.863218,2.3333
Musée Bourdelle,"16, Rue Antoine Bourdelle",75015,PARIS,http://www.bourdelle.paris.fr,48.843017,2.31883
Les Catacombes,"1, avenue du Colonel Henri Rol-Tanguy

(Place Denfert-Rochereau)",75014,PARIS,http://www.catacombes.paris.fr,48.833784,2.331927
Maison de Balzac,"47, rue Raynouard",75016,PARIS,http://www.balzac.paris.fr,48.85538,2.280755
Musée National Auguste Rodin,"Hôtel Biron

77, rue de Varenne",75007,PARIS,http://www.musee-rodin.fr,48.855868,2.31598
Musée d'Ennery,"59, Avenue Foch",75116,PARIS,http://www.guimet.fr,48.871887,2.282381
Etablissement Public du Musée des Arts Asiatiques Guimet,"6, Place d'Iéna",75116,PARIS,http://www.museeguimet.fr,48.865008,2.293674
M.U.C.E.M. - Musée des ATP,"6, Avenue du Mahatma Gandhi",75116,PARIS,http://www.musee-europemediterranee.org,48.877026,2.267791
Musée des Monuments Français,"Palais de Chaillot

1, Place du Trocadéro et du 11 Novembre",75116,PARIS,http://www.citechaillot.fr,48.862887,2.287945
Musée Bouchard,"25, Rue de l'Yvette",75016,PARIS,http://www.musee-bouchard.com,48.853611,2.265988
Musée National des Techniques (Conservatoire National des Arts et Métiers),"292, rue Saint-Martin",75141,PARIS cedex 03,http://www.arts-et-metiers.net,48.866961,2.354634
Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou),Place Georges Pompidou,75191,PARIS Cedex 04,http://www.centrepompidou.fr,48.844444,2.271958
Musée du Service de Santé des Armées du Val-de-Grâce,"1, Place Alphonse Laveran",75230,PARIS Cedex 05,http://www.valdegrace.org,48.840814,2.341091
Institut du Monde Arabe,"1, Rue des Fossés Saint-Bernard

Place Mohammed V",75236,PARIS Cedex 05,http://www.imarabe.org,48.849302,2.356099
Musée des Monnaies et des Médailles,"11, Quai de Conti",75270,PARIS Cedex 06,http://www.monnaiedeparis.fr,48.857003,2.338699
Musée du Quai Branly,"222, rue de l'Université",75343,PARIS cedex 07,http://www.quaibranly.fr,48.860136,2.297256
L'Adresse Musée de la Poste,"34, Boulevard de Vaugirard",75731,PARIS Cedex 15,http://www.museedelaposte.fr ou www.laposte.fr/musee,48.841347,2.317414
Musée Départemental de l'Ecole de Barbizon - Auberge Ganne,"92, Grande Rue",77630,BARBIZON,"www.seine-et-marne.fr (rubrique ""loisirs/musées départementaux)",48.446153,2.602548
Musée Municipal de Chelles Alfred Bonno,Place de la République,77500,CHELLES,http://www.chelles.fr/Culture/Musee-Alfred-Bonno,48.877886,2.59188
"Musée des Transports Urbains, Interurbains et Ruraux","1, Rue Gabriel de Mortillet",77500,CHELLES,http://www.amtuir.org,48.87682,2.603374
Maison Natale de Louis Braille,"13, Rue Louis-Braille",77700,COUPVRAY,http://www.braillenet.org/louis_braille/maisnat.htm,48.894538,2.791986
Musée Municipal,,77580,CRECY-LA-CHAPELLE,dgs@crecylachapelle.eu,48.858000,2.907321
Musée d'Art et d'Histoire Militaire,"88, Rue St-Honoré",77300,FONTAINEBLEAU,http://www.napoleon.org/fr,48.406893,2.698781
Musée du Château de Fontainebleau,Château de Fontainebleau,77300,FONTAINEBLEAU,http://www.châteaudefontainebleau.fr,48.401648,2.700536
Musée Gatien Bonnet,"8, Cour Pierre Herbin",77405,LAGNY-SUR-MARNE,Site de la ville,48.879644,2.707767
Musée Henri Chapu,"937, Rue Chapu",77350,LE MEE-SUR-SEINE,Site de la ville,48.534859,2.635235
Musée Bossuet,"5, Place Charles de Gaulle",77100,MEAUX,site de la ville - www.ville-meaux.fr,48.96087,2.8784
Musée de la Gendarmerie Nationale,Avenue du 13ème Dragons,77000,MELUN,http://www.gendarmerie.interieur.gouv.fr/musee,48.546473,2.651614
Musée de Melun,"5, Rue du Franc Mûrier",77008,MELUN Cedex,Site de la ville : www.ville-melun.fr,48.536398,2.658972
Musée Municipal,Place de Samois,77250,MORET-SUR-LOING,http://www.ville-moret-sur-loing.fr,48.373057,2.813651
Château-musée de Nemours,Rue Gautier 1er,77140,NEMOURS,Site de la ville - www.ville-nemours.fr,48.265557,2.696198
Musée Départemental de Préhistoire d'Île de France,"48, Avenue Etienne Dailly",77140,NEMOURS,http://www.musee-prehistoire-idf.fr,48.260788,2.714709
Musée de Provins et du Provinois,"7, rue du Palais",77160,PROVINS,Site de la ville : www.mairie-provins.fr,48.561624,3.290374
Musée des Pays de Seine-et-Marne,"17, Avenue de la Ferté-Sous-Jouarre",77750,SAINT-CYR-SUR-MORIN,"Site du conseil général - www.seine-et-marne.fr - rubrique ""loisirs""",48.90803,3.18169
Musée départemental Stéphane Mallarmé,"Pont de Valvins

4, Promenade Stéphane Mallarmé",77870,VULAINES-SUR-SEINE,"www.weine-et-marne.fr (rubrique ""loisirs/musées départementaux)",48.430323,2.746605
Musée de l'Air et de l'Espace,"Aéroport de Paris - Le Bourget

BP 173",93352,LE BOURGET Cedex,http://www.museeairespace.fr,48.943418,2.427417
Musée Municipal,Avenue du Consul Général Nordling,93190,LIVRY-GARGAN,http://www.mairie-livrygargan.fr/rubrique culture loisirs,48.917561,2.534138
Musée de l'Histoire Vivante,"31, Boulevard Théophile Sueur",93100,MONTREUIL-SOUS-BOIS,http://www.museehistoirevivante.com,48.866151,2.469481
Musée d'Art et d'Histoire,"22 bis, rue Gabriel Péri",93200,SAINT-DENIS,http://www.musee-saint-denis.fr,48.932336,2.355796
Musée Municipal,"12, Rue Albert Dhalenne",93400,SAINT-OUEN,,48.916536,2.330208
Musée du Vieil Argenteuil,"5, rue Pierre-Guienne",95100,ARGENTEUIL,Site de la ville - www.argenteuil.fr/article.php3?id_article=529,48.94388,2.256737
Musée de la Renaissance - Château d'Ecouen,Château,95440,ECOUEN,http://www.musee-renaissance.fr ou www.musee-château-ecouen.fr,49.015861,2.378418
Musée Archéologique du Val d'Oise,Place du Château,95450,GUIRY-EN-VEXIN,http://www.valdoise.fr/content/content15651.html,49.107989,1.848496
Musée d'Art et d'Histoire Louis Senlecq,"46, Grande Rue",95290,L'ISLE-ADAM,http://musee.ville-isle-adam.fr/index.html,49.112091,2.218832
ARCHEA - Musée Intercommunal d'Histoire et d'Archéologie,"56, Rue de Paris",95380,LOUVRES,http://www.archea-roissyportedefrance.fr,49.041117,2.50695
Musée jean-Jacques Rousseau,"5, Rue Jean-Jacques Rousseau",95160,MONTMORENCY,/www.ville-montmorency.fr,48.986892,2.320916
Musée Tavet Delacour,"4, Rue Lemercier",95300,PONTOISE,Site de la ville - www.ville-Pontoise.fr,49.05093,2.099776
Musée Camille Pissarro,"17, Rue du Château",95300,PONTOISE,http://www.ville-pontoise.fr,49.048398,2.099888
Musée Adrien Mentienne,"1, Grande Rue Charles de Gaulle",94360,BRY-SUR-MARNE,http://www.bry94.fr/bry/71.htm,48.835224,2.519827
Ecomusée du Val de Bièvre,"Ferme de Cottinville

41, rue Maurice Ténine",94260,FRESNES,http://www.ecomusee-valdebievre.fr,48.75525,2.326389
Musée de Saint-Maur - Villa Médicis,"5, Rue Saint-Hilaire",94210,LA VARENNE-SAINT-HILAIRE,http://www.saint-maur.com/musee/musee.htm,48.792802,2.514062
Musée Fragonard,"Ecole Nationale Vétérinaire d'Alfort

7, Avenue du Gal de Gaulle",94704,MAISONS-ALFORT Cedex,http://musee.vet-alfort.fr,48.814274,2.421122
Musée de Nogent-Sur-Marne,"36, Boulevard Gallieni",94130,NOGENT-SUR-MARNE,http://www.musee-nogentsurmarne.fr,48.84026,2.484292
Musée Emile Jean,"31, rue Louis-Lenoir",94350,VILLIERS-SUR-MARNE,http://www.mairie-villiers94.com/francais/vie_quoti/vie_quot_culture7.php,48.826701,2.543144
Musée de la Batellerie,"Château du Prieuré

3, Place Gévelot",78700,CONFLANS-SAINTE-HONORINE,http://www.mairie-conflans-sainte-honorine.fr,48.992445,2.095621
Musée de la Toile de Jouy,"Château de l'Eglantine

54, rue Charles de Gaulle",78350,JOUY-EN-JOSAS,http://www.museedelatoiledejouy.fr,48.768986,2.153216
Musée National de Port Royal des Champs,Route des Granges,78114,MAGNY-LES-HAMEAUX,http://www.port-royal-des-champs.eu,48.748152,2.015991
Musée de l'Hôtel-Dieu,"1, Rue Thiers",78200,MANTES-LA-JOLIE,http://musee.ville-mantes-la-jolie.com,48.990874,1.719901
Musée Victor Aubert,"24, rue Quincampoix",78580,MAULE,http://museeaubertmaule.free.fr,48.908957,1.849122
Musée Zola-Dreyfus,"26, Rue Pasteur",78670,MEDAN,http://www.maisonzola-museedreyfus.com,48.955066,1.995741
Musée-Maison Maurice Ravel,"5, Rue Maurice Ravel",78490,MONTFORT-L'AMAURY,http://www.ville-montfort-l-amaury.fr,48.776114,1.805347
Musée de la Ville,Quai François Truffaut,78180,MONTIGNY LE BRETONNEUX,http://www.museedelaville.agglo-sqy.fr,48.782574,2.042599
Musée d'Art et d'Histoire,"12, Rue Saint-Louis",78300,POISSY,Site de la ville,48.930899,2.038803
Musée du Jouet Pierre Pinel,"1, Enclos de l'Abbaye",78300,POISSY,site de la ville,48.928536,2.03784
Musée Rambolitrain,"4, Place Jeanne d'Arc",78120,RAMBOUILLET,http://www.rambolitrain.fr,48.646025,1.823892
Musée Municipal - Collections Paul et André Véra,"Espace Véra

2, Rue Henri IV",78100,SAINT-GERMAIN-EN-LAYE,Site de la ville,48.896357,2.097575
Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye,"Château

Place Charles de Gaulle",78105,SAINT-GERMAIN-EN-LAYE Cedex,http://www.musee-antiquitesnationales.fr -www.musee-archeologienationale.fr,48.897404,2.094962
Musée Départemental Maurice Denis,"2 bis, Rue Maurice Denis

B.P. 60222",78102,SAINT-GERMAIN-EN-LAYE Cedex,http://www.musee-mauricedenis.fr,48.892496,2.087541
Collections de la Fondation de Coubertin,Domaine de Coubertin,78470,ST-REMY-LES-CHEVREUSE,http://www.coubertin.fr,48.701169,2.06008
Musée Lambinet,"54, Boulevard de la Reine",78000,VERSAILLES,http://www.musee-lambinet.com,48.808966,2.130624
Etablissement Public du Musée et du Domaine National de Versailles,R.P. 834,78008,VERSAILLES Cedex,http://www.chateauversailles.fr,50.27117,1.666476
"Musée Municipal ""Eburomagus Musée Archéologique""","2, Avenue du Razès",11150,BRAM,http://www.eburomagus.com,43.243772,2.116173
Musée des Beaux-Arts,"1, Rue de Verdun",11000,CARCASSONNE,Site de la ville,43.212595,2.35536
Musée Municipal,Mairie,11600,LASTOURS,,43.329607,2.381615
Musée Archéologique,Allée des Potiers,11590,SALLELES D'AUDE,http://culture.legrandnarbonne.com/421-amphoralis.html - www.amphoralis.com,43.268326,2.939055
Musée des Corbières,Place de la Libération,11130,SIGEAN,http://www.sigean.fr - site de la ville,43.028708,2.979241
Musée du Colombier,Rue Jean Mayodon,30100,ALES,site de la ville - www.ville-ales.fr,44.129374,4.080928
Musée Albert André,"Hôtel de ville

place Mallet",30200,BAGNOLS-SUR-CEZE,Site dela ville ou Site du conseil général,44.162044,4.619756
Musée Léon Alègre,"24, avenue Paul Langevin",30200,BAGNOLS-SUR-CEZE,Site de la ville ou site du conseil général,44.164783,4.621031
Musée Municipal de la Vignasse,"Mairie

Rue de l'Hôtel de ville",30300,BEAUCAIRE,http://www.beaucaire.fr/spip.php?article65,43.806612,4.644317
Musée Cévenol,"1, Rue des Calquières",30120,LE VIGAN,http://www.museecevenol.com,43.988992,3.606958
Musée Archéologique,"13, Boulevard Amiral Courbet",30000,NIMES,http://www.nimes.fr/index.php?id=280,43.837616,4.362815
Musée des Cultures Taurines,"6, Rue Alexandre Ducros",30000,NIMES,http://www.nimes.fr/index.php?id=282,43.833806,4.358623
Musée du Vieux Nîmes,Place aux Herbes,30000,NIMES,http://www.nimes.fr/index.php?id=283,43.838287,4.359585
Carré d'Art Musée d'Art Contemporain de Nîmes,Place de la Maison Carrée,30031,NIMES Cedex 1,http://www.carreartmusee.nimes.fr,43.838163,4.356136
Musée des Beaux-Arts,Rue Cité Foulc,30033,NIMES Cedex 9,http://www.nimes.fr,43.831958,4.360886
Musée d'Histoire Naturelle et de Préhistoire,"13 Bis, Bd Amiral Courbet",30033,NIMES Cedex 9,site de la ville - www.nimes.fr,43.837676,4.36298
Musée Départemental d'Art Sacré,"Maison des Chevaliers

2, Rue Saint-Jacques",30130,PONT-SAINT-ESPRIT,http://www.gard-provencal.com/musees/artsacre.htm,44.255204,4.650869
Musée Paul Raymond,Place de l'Ancienne Mairie,30130,PONT-SAINT-ESPRIT,http://www.gard-provencal.com/musees/praymond.htm,44.255685,4.650898
Musée des Vallées Cévenoles,B.P. 08,30270,SAINT-JEAN DU GARD,http://www.museedescevennes.com,48.890388,5.555086
Musée Municipal Georges Borias,BP 103,30701,UZES Cedex,http://uzesmusee.blogspot.fr/ ou http://www.uzes-tourisme.com/sitefr/musees/borias.htm,44.016322,4.41047
Musée Pierre de Luxembourg,"3, Rue de la République",30400,VILLENEUVE-LES-AVIGNON,Site du conseil général,43.965435,4.796389
Musée Agathois,5 rue de la Fraternité,34300,AGDE,,43.311837,3.468587
Musée des Beaux-Arts de Béziers,Place de la Révolution,34500,BEZIERS,http://www.ville-beziers.fr/culture/02.cfm,43.341552,3.210676
Muséum d'Histoire Naturelle,15 Place Pierre Semard,34500,BEZIERS,Site de la ville,43.343241,3.211279
Musée de l'Etang de Thau,Quai du Port de Pêche,34140,BOUZIGUES,http://www.bouzigues.fr/musee,43.446763,3.660714
Musée Municipal,"4 bis, Rue Lucien Salette",34110,FRONTIGNAN-LA-PEYRADE,site de la ville - www.ville-frontignan.fr,43.446743,3.754546
Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération,"390, Avenue de Pérols",34970,LATTES Cédex,http://www.montpellier-agglo.com/museearcheo,43.566729,3.908384
Musée Intercommunal du Pic Saint-Loup,"1, Rue du Musée",34270,LES MATELLES,http://www.cc-picsaintloup.fr,43.725407,3.80852
Musée Archéologique,Place du Monument aux Morts,34210,MINERVE,,43.354336,2.746215
Musée de l'Hôtel d'Espeyran,"6, bis rue Montpelliéret",34000,MONTPELLIER,http://www.montpellier-agglo.com,43.611158,3.880156
Musée Fabre,"13, rue Montpellieret",34000,MONTPELLIER,http://www.montpellier-agglo.com/museefabre,43.61122,3.880192
Musée Languedocien,"Hôtel des Trésoriers de France

7, Rue Jacques-Cœur",34000,MONTPELLIER,http://www.musee-languedocien.com,43.609525,3.879151
Musée du Vieux Montpellier,"Hôtel de Varennes

2, Place Pétrarque",34000,MONTPELLIER,http://www.montpellier.fr/3803-manifestations-culturelles.htm,43.610763,3.878354
Agropolis-Muséum,"951, Avenue Agropolis",34394,MONTPELLIER Cedex 5,http://www.museum.agropolis.fr,43.646297,3.868582
Musée Municipal,"Hôtel de ville

Rue des Lavoirs",34570,MURVIEL-LES-MONTPELLIER,http://www.ville-murviel-les-montpellier.fr,43.605501,3.737131
Musée de Vulliod Saint-Germain,"3, Rue Albert-Paul Allies",34120,PEZENAS,Site de la ville,43.461352,3.422892
Musée de Préhistoire Régionale et du Mégalithisme,"8, Grand'Rue",34220,SAINT-PONS-DE-THOMIERES,http://www.pays-saintponais.com,43.488771,2.758652
Musée Paul Valéry,"148, Rue François Desnoyer",34200,SETE,http://www.museepaulvalery-sete.fr,43.395512,3.691204
Musée Ignon Fabre,"3, Rue de l'Epine",48000,MENDE,,44.518396,3.499291
Ecomusée du Mont Lozère,Route de Finiels,48220,PONT DE MONTVERT,http://www.mescevennes.com/decouvertes/ecomusee_loz.htm,44.36401,3.746557
Muséum d'Histoire Naturelle,"12, Place  Fontaine Neuve",66000,PERPIGNAN,http://www.mairie-perpignan.fr,42.697424,2.899718
Musée Archéologique de Ruscino,Château Roussillon,66000,PERPIGNAN,,42.708796,2.946234
Musée Joseph Puig,"42, Avenue de Grande-Bretagne

B.P. 931",66931,PERPIGNAN Cedex,Site de la mairie - www.mairie-perpignan.fr,42.69945,2.883256
Musée Hyacinthe Rigaud,"16, rue de l'Ange

B.P. 931",66931,PERPIGNAN Cedex,Site de la mairie : www.mairie-perpignan.fr,42.69812,2.893588
Musée d'Archéologie Sous-Marine,Mairie,66660,PORT-VENDRES,,42.522276,3.104792
Musée de Cerdagne,Cal Mateu,66800,SAINTE-LEOCADIE,http://www.museedecerdagne.com,42.439388,2.00239
Musée de Tautavel,Avenue Léon-Jean Grégory,66720,TAUTAVEL,http://www.450000ans.com ou www.cerptautavel.com,42.813782,2.747999
Musée Labenche d'Art et d'Histoire,"26 bis, boulevard Jules Ferry",19100,BRIVE-LA-GAILLARDE,http://www.musee-labenche.com ou www.brive.net,45.158437,1.535971
Musée du Président Jacques Chirac,,19800,SARRAN,http://www.museepresidentjchirac.fr,45.41758,1.922718
Musée de la Mémoire et des Industries Tullistes,"1, Rue du 9 juin 1944",19000,TULLE,Site de la ville,45.260245,1.751701
Musée du Pays d'Ussel,B.P. 63,19208,USSEL,http://www.ussel19.fr/culture-patrimoine/musee-du-pays-d-ussel.html,48.408029,6.860172
Musée Départemental de la Tapisserie,"16, Avenue des Lissiers

B.P. 89",23200,AUBUSSON,http://www.cite-tapisserie.fr,45.954471,2.1694
Musée d'Art et d'Archéologie,"Hôtel de la Sénatorerie

22, avenue de la Sénatorerie",23000,GUERET,http://www.ville-gueret.fr/culture/musee.php,46.166077,1.870637
Musée René Baubérot,"1, place Saint-Thyrse",87290,CHATEAUPONSAC,http://www.museechateauponsac.com,46.13125,1.274322
Musée Municipal des Beaux-Arts de Limoges - Palais de l'Evêché,"1, Place de l'Evêché",87000,LIMOGES,http://www.museebal.fr,45.828784,1.265445
Musée National Adrien Dubouché,"8 bis, Place Winston Churchill",87000,LIMOGES,http://www.musee-adriendubouche.fr,45.831405,1.254207
Musée Départemental d'Art Contemporain,Place du Château,87600,ROCHECHOUART,http://www.musee-rochechouart.com,45.821801,0.819893
Les Sources d'Hercule,"1, place Jean-Marie Keyser",54120,DENEUVRE,http://www.museehercule.com/,48.446385,6.734719
Musée de l'Histoire du Fer,"1, Avenue du Général de Gaulle

B.P. 15",54140,JARVILLE-LA-MALGRANGE,http://www.grand-nancy.org,48.597477,6.488578
Musée du Château de Montaigu,"167, Rue Lucien Galtier",54410,LANEUVEVILLE-DEVANT-NANCY,http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy,48.665792,6.215554
Musée Municipal des Emaux et Faïences,"Port de France

Rue de la Manutention",54400,LONGWY,http://http//www.mairie-longwy.fr,49.522644,5.763706
Musée du Château de Lunéville,Place de la Deuxième Division de Cavalerie,54300,LUNEVILLE,http://www.chateauluneville.cg54.fr - http://www.chateaudeslumieres.com,48.594721,6.489897
Musée des Beaux-Arts de Nancy,"3, Place Stanislas

B.P. 218",54004,NANCY,http://www.mairie-nancy.fr,48.693507,6.182435
Musée de l'Ecole de Nancy,"36-38, rue du Sergent Blandan",54000,NANCY,http://www.ecole-de-nancy.com,48.680494,6.166351
Musée de Zoologie - Aquarium Tropical,"34, Rue Sainte-Catherine",54000,NANCY,http://www.man.uhp-nancy.fr,48.695072,6.188467
"Musée ""au Fil du Papier""","Hôtel de la Monnaie

13, Rue Magot de Rogéville",54700,PONT-A-MOUSSON,Site de la ville,48.901615,6.056259
Musée d'Art et d'Histoire de Toul,"25, Rue Gouvion Saint-Cyr",54200,TOUL,http://www.toul.fr,48.678544,5.89134
Musée Barrois,Esplanade du Château,55000,BAR-LE-DUC,site de la ville - http://www.barleduc.fr,48.771797,5.156074
Musée de la Céramique et de l'Ivoire,"7, Avenue Carcano",55200,COMMERCY,,48.763489,5.589497
Musée d'Art Sacré de la Meuse,Rue du Palais de Justice,55300,SAINT-MIHIEL,http://otsisaintmihiel.e-monsite.com,48.888549,5.540884
Musée Départemental Raymond Poincaré,Clos Raymond Poincaré,55300,SAMPIGNY,http://www.cg55.fr,48.824129,5.510779
Musée de la Bière et du Pays de Stenay,Rue de la Citadelle,55700,STENAY,http://www.musee-de-la-biere.com,49.489009,5.187268
Musée d'Argonne,"2, Rue Louis XVI",55270,VARENNES-EN-ARGONNE,site de la conservation : www.cg55.fr,49.226174,5.0333
Musée Jeanne d'Arc,Hôtel de Ville,55140,VAUCOULEURS,,48.601979,5.666467
Musée de la Princerie,"16, Rue de la Belle Vierge",55100,VERDUN,http://www.musee-princerie.fr,49.161059,5.382439
Musée Départemental de la Guerre de 70,"11, Rue de Metz",57130,GRAVELOTTE,http://www.cg57.fr/vivrelamoselle/Pages/Tourisme/museesdepartementaux/MuseeGravelotte.aspx,49.112222,6.026282
Musée Départemental du Sel,Porte de France,57630,MARSAL,Site du conseil général - www.mosellepassion.fr,48.788526,6.60656
Maison du Verre et du Cristal,Place Robert Schumann,57960,MEISENTHAL,http://www.musee-verre.webmuseo.com/,48.964887,7.35253
Musées de la Cour d'Or,"2, Rue du Haut Poirier",57000,METZ,http://www.musee.metzmetropole.fr,49.121051,6.177978
Centre Pompidou de Metz,"1, Parvis des Droits-de-l'Homme

CS 90490",57020,METZ Cedex 1,http://www.centrepompidou-metz.fr,43.550885,-0.98388
Musée de la Mine - Carreau Wendel,Parc Explor Wendel,57540,PETITE-ROSSELLE,http://www.musee-les-mineurs.fr,49.21292,6.872911
Musée Militaire et Erckmann-Chatrian,"Hôtel de Ville

Place d’Armes",57370,PHALSBOURG,http://www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee,48.767,7.258837
Musée du Pays de Sarrebourg,Rue de la Paix,57400,SARREBOURG,http://www.ville-sarrebourg.fr/Culture/Musee,48.734998,7.055235
"Jardin d'Hiver, Musée de La Faïence","15-17, Rue Poincaré",57200,SARREGUEMINES,http://www.sarreguemines-museum.com,49.109069,7.070473
Moulin de la Blies - Musée des Techniques Faïencières,"125, Avenue de la Blies",57200,SARREGUEMINES,http://www.sarreguemines-museum.com,49.1265,7.080124
La Tour aux Puces - Musée du Pays Thionvillois,"Cour du Château

B.P. 30352",57125,THIONVILLE Cedex,http://www.tourauxpuces.com,48.589574,6.50558
Musée de l'Image,42 quai de Dogneville,88000,EPINAL,http://www.museedelimage.fr,48.183628,6.445992
Musée Départemental d'Art Ancien et Contemporain,"1, Place Lagarde

B.P. 436",88011,EPINAL Cedex,Site du conseil général - www.vosges.fr,48.17326,6.446595
Musée Louis Français,"30, Avenue Louis Français",88370,PLOMBIERES-LES-BAINS,site de la ville,47.964095,6.458494
Musée Charles de Bruyères,"70, Rue Charles de Gaulle",88200,REMIREMONT,http://www.remiremont.fr/culture/musees.php,48.016142,6.593289
Musée Charles Friry,"12, Rue du Général Humbert",88200,REMIREMONT,http://www.remiremont.fr/culture/musees.php,48.015174,6.590031
Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges,"11, rue Saint-Charles",88100,SAINT-DIE-DES-VOSGES,Site de la ville - www.ville-saintdie.fr,48.288282,6.951464
Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique,"9, rue de la Liberté",97200,FORT-DE-FRANCE,http://www.cg972.fr/mdap,14.603311,-61.068677
Musée Régional d'Histoire et d'Ethnologie,"10, Boulevard du Général de Gaulle",97200,FORT-DE-FRANCE - MARTINIQUE-,http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm,14.606869,-61.06693
Musée de La Canne,Quartier Vatable,97229,LES TROIS ILETS,http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html,14.533769,-61.029966
Ecomusée de la Martinique,Anse Figuier,97211,RIVIERE-PILOTE,/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm,14.466475,-60.904035
Musée Volcanologique Franck Arnold Perret,Rue Victor Hugo,97250,SAINT-PIERRE,http://www.saintpierre-martinique.fr,14.744214,-61.176234
Musée Départemental de l'Ariège,Rue du Rocher,09000,FOIX,http://www.sesta.fr ou www.ariege.com/chateaufoix/index.html,42.965919,1.605311
Musée du Textile et du Peigne en Corne,"65, Rue Jean Jaurès",09300,LAVELANET,http://www.paysdolmes.org - www.geocities.com/amtpc2000,42.929884,1.844322
Musée de la Préhistoire,Place de l'Eglise,09290,LE MAS D'AZIL,http://www.grotte-masdazil.com,43.079919,1.36027
Musée de la Forge,Route de Paris,09330,MONTGAILHARD,http://www.sesta.fr,42.940991,1.630394
Musée d'Archéologie,"32, Village",09300,MONTSEGUR,Site de la ville : www.citaenet.com/montsegur,42.870856,1.832753
Musée du Palais des Evêques,Route de Montjoie,09190,SAINT-LIZIER,Site du Service d'exploitation des sites touristiques de l'Ariège - www.sesta.fr ou www.grands-sites-ariege.fr,43.001426,1.144943
Musée Régional de Géologie Pierre Vetter,Avenue Paul Ramadier,12300,DECAZEVILLE,http://www.decazeville.fr ou www.musees-midi-pyrenees.fr,44.555583,2.266179
"Musée des Mœurs et Coutumes, Musée du Rouergue",Place Frontin,12500,ESPALION,http://www.aveyron-culture.com,44.520844,2.760388
Musée Joseph Vaylet,"Ancienne église St. Jean Baptiste

35, rue Droite",12500,ESPALION,http://www.tourisme-espalion.fr - http://www.museeduscaphandre.com,44.520788,2.762169
Musée Municipal de Millau,"Hôtel de Pégayolles

Place du Maréchal Foch",12100,MILLAU,http://www.millauculture.fr ou www.ot-millau.fr,44.0978,3.080769
Musée des Beaux-Arts Denys Puech,Place Georges Clemenceau,12000,RODEZ,http://musee-denys-puech.grand-rodez.com/,44.349215,2.57811
Musée Fenaille,"14, Place Eugène Raynaldy",12000,RODEZ,http://www.musee-fenaille.com ou www.grandrodez.com,44.349201,2.576408
Musée Municipal d'archéologie,Rue Saint-Pierre,12250,ROQUEFORT-SUR-SOULZON,,43.975028,2.99165
Musée des Arts et Métiers,,12330,SALLES-LA-SOURCE,http://www.musees-aveyron.fr,44.434095,2.487917
Musée Municipal Urbain Cabrol,Place de la Fontaine,12200,VILLEFRANCHE-DE-ROUERGUE,http://www.villefranchederouergue.fr,44.351453,2.03681
Musée des Jacobins,"4, Place Louis Blanc",32000,AUCH,http://www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie,43.647171,0.587482
Musée de l'Armagnac,"2, Rue Jules Ferry",32100,CONDOM,site du département : www.gers-gascogne.com,43.960712,0.372842
Musée Archéologique,Place de la République,32180,EAUZE,site du département : www.gers-gascogne.com ou site de la mairie,43.861183,0.101447
Musée Campanaire,Place de l'Hôtel de ville,32600,L'ISLE JOURDAIN,site du département : www.gers-gascogne.com,43.612994,1.081929
Musée Joseph Abeilhe,"Mairie de Marciac

19, Place de l'Hôtel de Ville",32230,MARCIAC,Site de la région : www.musees-midi-pyrenees.fr,43.524344,0.16097
Musée des Beaux-Arts et des Arts Décoratifs,"13, rue de l'Evêché",32300,MIRANDE,site du département : www.gers-gascogne.com,43.515315,0.403452
Musée de Préhistoire,Avenue de Benabarre,31420,AURIGNAC,http://www.musee-aurignacien.com,43.216167,0.88003
Musée du Pays de Luchon,"18, Allée d'Etigny",31110,BAGNERES-DE-LUCHON,http://www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr,42.78928,0.592262
Musée Municipal,Place Henri Dulion,31220,MARTRES-TOLOSANE,http://www.tourisme-martres-tolosane.fr,43.1989,1.010796
